2^13,sorted,selection_sort,0.04759097099304199,33550336.0
2^13,backsorted,selection_sort,0.05991616249084473,33550336.0
2^13,1-3,selection_sort,0.047702908515930176,33550336.0
2^14,random,shell_sort,0.005450224876403809,1109642.0
2^14,sorted,shell_sort,0.0011753797531127929,212993.0
2^14,backsorted,shell_sort,0.0012353420257568359,301441.0
2^14,1-3,shell_sort,0.0015576601028442383,272796.0
2^14,random,insertion_sort,0.11426413059234619,67037640.0
2^14,sorted,insertion_sort,0.00029044151306152345,16383.0
2^14,backsorted,insertion_sort,0.2267843008041382,134091710.0
2^14,1-3,insertion_sort,0.0766793966293335,45335088.0
2^14,random,selection_sort,0.19163000583648682,134209536.0
2^14,sorted,selection_sort,0.18953912258148192,134209536.0
2^14,backsorted,selection_sort,0.22905972003936767,134209536.0
2^14,1-3,selection_sort,0.18890538215637206,134209536.0
2^15,random,shell_sort,0.013176250457763671,3765944.0
2^15,sorted,shell_sort,0.0013285398483276368,458753.0
2^15,backsorted,shell_sort,0.0030008554458618164,637031.0
2^15,1-3,shell_sort,0.002397012710571289,557377.0
2^15,random,insertion_sort,0.493649959564209,268937853.0
2^15,sorted,insertion_sort,0.0004722833633422852,32767.0
2^15,backsorted,insertion_sort,1.0761604070663453,536351739.0
2^15,1-3,insertion_sort,0.37127611637115476,177662360.0
2^15,random,selection_sort,0.8071325302124024,536854528.0
2^15,sorted,selection_sort,0.7874472618103028,536854528.0
2^15,backsorted,selection_sort,0.8620966672897339,536854528.0
2^15,1-3,selection_sort,0.8058827638626098,536854528.0
2^16,random,shell_sort,0.024384021759033203,8131994.0
2^16,sorted,shell_sort,0.005388236045837403,983041.0
2^16,backsorted,shell_sort,0.005400729179382324,1340592.0
2^16,1-3,shell_sort,0.0067288875579833984,1215316.0
2^16,random,insertion_sort,1.5861960172653198,1070510802.0
2^16,sorted,insertion_sort,0.0008218765258789062,65535.0
2^16,backsorted,insertion_sort,3.1872076272964476,2145369121.0
2^16,1-3,insertion_sort,1.0614317655563354,715899547.0
2^16,random,selection_sort,2.900006079673767,2147450880.0
2^16,sorted,selection_sort,2.8822181701660154,2147450880.0
2^16,backsorted,selection_sort,3.6320722103118896,2147450880.0
2^16,1-3,selection_sort,3.4694997787475588,2147450880.0
2^17,random,shell_sort,0.06552398204803467,26999543.0
2^17,sorted,shell_sort,0.005000901222229004,2097153.0
2^17,backsorted,shell_sort,0.011238336563110352,2811202.0
2^17,1-3,shell_sort,0.008960390090942382,2537891.0
2^17,random,insertion_sort,6.383589816093445,4298530270.0
2^17,sorted,insertion_sort,0.0015208721160888672,131071.0
2^17,backsorted,insertion_sort,12.755692505836487,8581411172.0
2^17,1-3,insertion_sort,4.263693809509277,2868648337.0
2^17,random,selection_sort,11.58500440120697,8589869056.0
2^17,sorted,selection_sort,11.809517168998719,8589869056.0
2^17,backsorted,selection_sort,11.89137179851532,8589869056.0
2^17,1-3,selection_sort,11.559262156486511,8589869056.0
2^18,random,shell_sort,0.15202322006225585,64861266.0
2^18,sorted,shell_sort,0.021746897697448732,4456449.0
2^18,backsorted,shell_sort,0.022710394859313966,5889729.0
2^18,1-3,shell_sort,0.03177354335784912,5451249.0
2^18,random,insertion_sort,25.536665153503417,17157465038.0
2^18,sorted,insertion_sort,0.0027661561965942384,262143.0
2^18,backsorted,insertion_sort,50.925017428398135,34325513215.0
2^18,1-3,insertion_sort,17.680549812316894,11423736836.0
2^18,random,selection_sort,46.266874766349794,34359607296.0
2^18,sorted,selection_sort,46.286852312088016,34359607296.0
2^18,backsorted,selection_sort,46.87442660331726,34359607296.0
2^18,1-3,selection_sort,493.8172619342804,34359607296.0
2^19,random,shell_sort,0.362418007850647,156398693.0
2^19,sorted,shell_sort,0.023162364959716797,9437185.0
2^19,backsorted,shell_sort,0.05160210132598877,12312385.0
2^19,1-3,shell_sort,0.042890310287475586,11465638.0
2^19,random,insertion_sort,111.81307003498077,68710887189.0
2^19,sorted,insertion_sort,0.005426931381225586,524287.0
2^19,backsorted,insertion_sort,240.19575760364532,137301794770.0
2^19,1-3,insertion_sort,76.80527627468109,45869372122.0
2^19,random,selection_sort,185.93428165912627,137438691328.0
2^19,sorted,selection_sort,185.71074254512786,137438691328.0
2^19,backsorted,selection_sort,194.90599663257598,137438691328.0
2^19,1-3,selection_sort,193.3114227294922,137438691328.0
2^20,random,shell_sort,0.857050609588623,347574410.0
2^20,sorted,shell_sort,0.04620449542999268,19922945.0
2^20,backsorted,shell_sort,0.09689748287200928,25667496.0
2^20,1-3,shell_sort,0.08325097560882569,24319138.0
2^20,random,insertion_sort,465.4544523000717,274447173596.0
2^20,sorted,insertion_sort,0.010365700721740723,1048575.0
2^20,backsorted,insertion_sort,914.2119810581207,549206618462.0
2^20,1-3,insertion_sort,301.0912178039551,183326902567.0
2^20,random,selection_sort,770.8338457584381,549755289600.0
2^20,sorted,selection_sort,747.6912163019181,549755289600.0
2^20,backsorted,selection_sort,752.4388717412949,549755289600.0
2^20,1-3,selection_sort,750.2170454740524,549755289600.0
